1.0,1.0,1.0
1.01,1.0201,1.0303010000000001
1.02,1.0404,1.0612080000000002
1.03,1.0609,1.092727
1.04,1.0816000000000001,1.124864
1.05,1.1025,1.1576250000000001
1.06,1.1236000000000002,1.191016
1.07,1.1449,1.225043
1.08,1.1664,1.2597120000000002
1.09,1.1881000000000002,1.2950290000000002
1.1,1.2100000000000002,1.3310000000000004
1.11,1.2321000000000002,1.3676310000000003
1.12,1.2544000000000002,1.4049280000000004
1.1300000000000001,1.2769000000000004,1.4428970000000005
1.1400000000000001,1.2996000000000003,1.4815440000000004
1.1500000000000001,1.3225000000000002,1.5208750000000004
1.1600000000000001,1.3456000000000004,1.5608960000000005
1.1700000000000002,1.3689000000000004,1.6016130000000006
1.1800000000000002,1.3924000000000003,1.6430320000000007
1.1900000000000002,1.4161000000000004,1.6851590000000007
1.2000000000000002,1.4400000000000004,1.7280000000000009
1.2100000000000002,1.4641000000000004,1.7715610000000008
1.2200000000000002,1.4884000000000004,1.8158480000000008
1.2300000000000002,1.5129000000000006,1.860867000000001
1.2400000000000002,1.5376000000000005,1.906624000000001
1.2500000000000002,1.5625000000000004,1.953125000000001
1.2600000000000002,1.5876000000000006,2.000376000000001
1.2700000000000002,1.6129000000000007,2.048383000000001
1.2800000000000002,1.6384000000000007,2.0971520000000012
1.2900000000000003,1.6641000000000006,2.146689000000001
1.3000000000000003,1.6900000000000006,2.1970000000000014
1.3100000000000003,1.7161000000000006,2.2480910000000014
1.3200000000000003,1.7424000000000008,2.2999680000000016
1.3300000000000003,1.7689000000000008,2.3526370000000014
1.3400000000000003,1.7956000000000008,2.406104000000002
1.3500000000000003,1.822500000000001,2.4603750000000018
1.3600000000000003,1.8496000000000008,2.5154560000000017
1.3700000000000003,1.876900000000001,2.571353000000002
1.3800000000000003,1.904400000000001,2.6280720000000017
1.3900000000000003,1.932100000000001,2.685619000000002
1.4000000000000004,1.960000000000001,2.744000000000002
1.4100000000000004,1.988100000000001,2.803221000000002
1.4200000000000004,2.016400000000001,2.863288000000002
1.4300000000000004,2.044900000000001,2.924207000000002
1.4400000000000004,2.073600000000001,2.9859840000000024
1.4500000000000004,2.1025000000000014,3.0486250000000026
1.4600000000000004,2.131600000000001,3.1121360000000027
1.4700000000000004,2.160900000000001,3.1765230000000027
1.4800000000000004,2.1904000000000012,3.241792000000003
1.4900000000000004,2.2201000000000013,3.307949000000003
1.5000000000000004,2.2500000000000013,3.375000000000003
1.5100000000000005,2.2801000000000013,3.442951000000003
1.5200000000000005,2.3104000000000013,3.5118080000000034
1.5300000000000005,2.3409000000000013,3.5815770000000033
1.5400000000000005,2.3716000000000013,3.6522640000000033
1.5500000000000005,2.4025000000000016,3.7238750000000036
1.5600000000000005,2.4336000000000015,3.796416000000004
1.5700000000000005,2.4649000000000014,3.869893000000004
1.5800000000000005,2.4964000000000017,3.944312000000004
1.5900000000000005,2.5281000000000016,4.0196790000000036
1.6000000000000005,2.560000000000002,4.0960000000000045
1.6100000000000005,2.5921000000000016,4.173281000000004
1.6200000000000006,2.624400000000002,4.251528000000004
1.6300000000000006,2.656900000000002,4.330747000000004
1.6400000000000006,2.6896000000000018,4.410944000000004
1.6500000000000006,2.722500000000002,4.492125000000005
1.6600000000000006,2.755600000000002,4.574296000000005
1.6700000000000006,2.788900000000002,4.657463000000005
1.6800000000000006,2.8224000000000022,4.741632000000005
1.6900000000000006,2.856100000000002,4.826809000000005
1.7000000000000006,2.890000000000002,4.913000000000006
1.7100000000000006,2.9241000000000024,5.0002110000000055
1.7200000000000006,2.9584000000000024,5.088448000000006
1.7300000000000006,2.9929000000000023,5.177717000000006
1.7400000000000007,3.0276000000000023,5.268024000000006
1.7500000000000007,3.062500000000002,5.359375000000006
1.7600000000000007,3.0976000000000026,5.451776000000006
1.7700000000000007,3.1329000000000025,5.545233000000007
1.7800000000000007,3.1684000000000023,5.639752000000007
1.7900000000000007,3.2041000000000026,5.735339000000007
1.8000000000000007,3.2400000000000024,5.832000000000007
1.8100000000000007,3.2761000000000027,5.929741000000007
1.8200000000000007,3.3124000000000025,6.028568000000007
1.8300000000000007,3.3489000000000027,6.128487000000008
1.8400000000000007,3.385600000000003,6.2295040000000075
1.8500000000000008,3.422500000000003,6.331625000000008
1.8600000000000008,3.4596000000000027,6.434856000000008
1.8700000000000008,3.496900000000003,6.5392030000000085
1.8800000000000008,3.534400000000003,6.644672000000008
1.8900000000000008,3.572100000000003,6.751269000000009
1.9000000000000008,3.610000000000003,6.859000000000009
1.9100000000000008,3.648100000000003,6.967871000000009
1.9200000000000008,3.686400000000003,7.077888000000009
1.9300000000000008,3.724900000000003,7.189057000000009
1.9400000000000008,3.7636000000000034,7.301384000000009
1.9500000000000008,3.8025000000000033,7.414875000000009
1.9600000000000009,3.8416000000000032,7.52953600000001
1.9700000000000009,3.8809000000000036,7.64537300000001
1.9800000000000009,3.9204000000000034,7.76239200000001
1.9900000000000009,3.9601000000000033,7.880599000000011
2.000000000000001,4.0000000000000036,8.00000000000001
2.0100000000000007,4.0401000000000025,8.120601000000008
2.020000000000001,4.080400000000004,8.242408000000012
2.030000000000001,4.120900000000004,8.365427000000015
2.040000000000001,4.1616000000000035,8.489664000000012
2.0500000000000007,4.202500000000003,8.61512500000001
2.060000000000001,4.243600000000004,8.741816000000012
2.070000000000001,4.284900000000005,8.869743000000016
